line,type,issue,detail
5278,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5279,normalize,date_normalized,"{""event_date"": ""2015-01-05T07:00:00Z""}"
5280,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
5281,normalize,date_normalized,"{""event_date"": ""2009-03-10T06:00:00Z""}"
5282,normalize,date_normalized,"{""event_date"": ""2015-10-16T06:00:00Z""}"
5283,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5284,normalize,date_normalized,"{""event_date"": ""2015-11-18T07:00:00Z""}"
5285,normalize,date_normalized,"{""event_date"": ""2013-06-03T06:00:00Z""}"
5286,normalize,date_normalized,"{""event_date"": ""2016-01-07T07:00:00Z""}"
5287,normalize,date_normalized,"{""event_date"": ""2012-12-04T07:00:00Z""}"
5288,normalize,date_normalized,"{""event_date"": ""2009-02-02T07:00:00Z""}"
5289,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5290,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5291,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5292,normalize,date_normalized,"{""event_date"": ""2010-06-21T06:00:00Z""}"
5293,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5294,normalize,date_normalized,"{""event_date"": ""2009-08-16T06:00:00Z""}"
5295,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5296,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5297,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5298,normalize,date_normalized,"{""event_date"": ""2011-05-01T06:00:00Z""}"
5299,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5300,normalize,date_normalized,"{""event_date"": ""2015-01-04T07:00:00Z""}"
5301,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5302,normalize,date_normalized,"{""event_date"": ""2011-04-21T06:00:00Z""}"
5303,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5304,normalize,date_normalized,"{""event_date"": ""2014-11-12T07:00:00Z""}"
5305,normalize,date_normalized,"{""event_date"": ""2015-09-22T06:00:00Z""}"
5306,normalize,date_normalized,"{""event_date"": ""2016-04-13T06:00:00Z""}"
5307,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5308,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5309,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5310,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5311,normalize,date_normalized,"{""event_date"": ""2015-09-22T06:00:00Z""}"
5312,normalize,date_normalized,"{""event_date"": ""2015-08-05T06:00:00Z""}"
5313,normalize,date_normalized,"{""event_date"": ""2010-05-07T06:00:00Z""}"
5314,normalize,date_normalized,"{""event_date"": ""2015-08-05T06:00:00Z""}"
5315,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5316,normalize,date_normalized,"{""event_date"": ""2014-10-14T06:00:00Z""}"
5317,normalize,date_normalized,"{""event_date"": ""2012-05-02T06:00:00Z""}"
5318,normalize,date_normalized,"{""event_date"": ""2014-03-11T06:00:00Z""}"
5319,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5320,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5321,normalize,date_normalized,"{""event_date"": ""2008-06-12T06:00:00Z""}"
5322,normalize,date_normalized,"{""event_date"": ""2012-12-18T07:00:00Z""}"
5323,normalize,date_normalized,"{""event_date"": ""2013-03-08T07:00:00Z""}"
5324,normalize,date_normalized,"{""event_date"": ""2010-03-25T06:00:00Z""}"
5325,normalize,date_normalized,"{""event_date"": ""2016-01-11T07:00:00Z""}"
5326,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5327,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5328,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5329,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5330,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5331,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5332,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5333,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5334,normalize,date_normalized,"{""event_date"": ""2011-06-15T06:00:00Z""}"
5335,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5336,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5337,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5338,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5339,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5340,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5341,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5342,normalize,date_normalized,"{""event_date"": ""2015-11-25T07:00:00Z""}"
5343,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5344,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5345,normalize,date_normalized,"{""event_date"": ""2010-06-21T06:00:00Z""}"
5346,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5347,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5348,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5349,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5350,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5351,normalize,date_normalized,"{""event_date"": ""2015-07-02T06:00:00Z""}"
5352,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5353,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5354,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5355,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5356,normalize,date_normalized,"{""event_date"": ""2009-07-22T06:00:00Z""}"
5357,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5358,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5359,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5360,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5361,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5362,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5363,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5364,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5365,normalize,date_normalized,"{""event_date"": ""2010-06-12T06:00:00Z""}"
5366,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5367,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5368,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5369,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5370,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5371,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5372,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5373,normalize,date_normalized,"{""event_date"": ""2015-04-09T06:00:00Z""}"
5374,normalize,date_normalized,"{""event_date"": ""2010-06-21T06:00:00Z""}"
5375,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5376,normalize,date_normalized,"{""event_date"": ""2016-04-06T06:00:00Z""}"
5377,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5378,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5379,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5380,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5381,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5382,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5383,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5384,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5385,normalize,date_normalized,"{""event_date"": ""2008-01-02T07:00:00Z""}"
5386,normalize,date_normalized,"{""event_date"": ""2008-05-04T06:00:00Z""}"
5387,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5388,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5389,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5390,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5391,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5392,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5393,normalize,date_normalized,"{""event_date"": ""2015-06-16T06:00:00Z""}"
5394,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5395,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5396,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5397,normalize,date_normalized,"{""event_date"": ""2010-02-02T07:00:00Z""}"
5398,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5399,normalize,date_normalized,"{""event_date"": ""2015-11-24T07:00:00Z""}"
5400,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5401,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5402,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5403,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5404,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5405,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5406,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5407,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5408,normalize,date_normalized,"{""event_date"": ""2008-03-29T06:00:00Z""}"
5409,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5410,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5411,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5412,normalize,date_normalized,"{""event_date"": ""2015-04-09T06:00:00Z""}"
5413,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5414,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5415,normalize,date_normalized,"{""event_date"": ""2014-11-23T07:00:00Z""}"
5416,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5417,normalize,date_normalized,"{""event_date"": ""2009-03-27T06:00:00Z""}"
5418,normalize,date_normalized,"{""event_date"": ""2014-11-23T07:00:00Z""}"
5419,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5420,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5421,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5422,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5423,normalize,date_normalized,"{""event_date"": ""2015-04-15T06:00:00Z""}"
5424,normalize,date_normalized,"{""event_date"": ""2015-06-17T06:00:00Z""}"
5425,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
5426,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5427,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5428,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5429,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5430,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5431,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5432,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5433,normalize,date_normalized,"{""event_date"": ""2010-03-27T06:00:00Z""}"
5434,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5435,normalize,date_normalized,"{""event_date"": ""2009-07-15T06:00:00Z""}"
5436,normalize,date_normalized,"{""event_date"": ""2011-06-10T06:00:00Z""}"
5437,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
5438,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5439,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5440,normalize,date_normalized,"{""event_date"": ""2015-11-19T07:00:00Z""}"
5441,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5442,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5443,normalize,date_normalized,"{""event_date"": ""2012-01-22T07:00:00Z""}"
5444,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5445,normalize,date_normalized,"{""event_date"": ""2015-08-27T06:00:00Z""}"
5446,normalize,date_normalized,"{""event_date"": ""2011-02-24T07:00:00Z""}"
5447,normalize,date_normalized,"{""event_date"": ""2015-06-18T06:00:00Z""}"
5448,normalize,date_normalized,"{""event_date"": ""2016-07-01T06:00:00Z""}"
5449,normalize,date_normalized,"{""event_date"": ""2014-07-07T06:00:00Z""}"
5450,normalize,date_normalized,"{""event_date"": ""2010-11-19T07:00:00Z""}"
5451,normalize,date_normalized,"{""event_date"": ""2015-05-20T06:00:00Z""}"
5452,normalize,date_normalized,"{""event_date"": ""2011-06-20T06:00:00Z""}"
5453,normalize,date_normalized,"{""event_date"": ""2012-03-20T06:00:00Z""}"
5454,normalize,date_normalized,"{""event_date"": ""2009-03-04T07:00:00Z""}"
5455,normalize,date_normalized,"{""event_date"": ""2011-03-17T06:00:00Z""}"
5456,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
5457,normalize,date_normalized,"{""event_date"": ""2010-11-17T07:00:00Z""}"
5458,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
5459,normalize,date_normalized,"{""event_date"": ""2011-12-02T07:00:00Z""}"
5460,normalize,date_normalized,"{""event_date"": ""2012-08-18T06:00:00Z""}"
5461,normalize,date_normalized,"{""event_date"": ""2010-11-18T07:00:00Z""}"
5462,normalize,date_normalized,"{""event_date"": ""2009-03-09T06:00:00Z""}"
5463,normalize,date_normalized,"{""event_date"": ""2011-08-02T06:00:00Z""}"
5464,normalize,date_normalized,"{""event_date"": ""2015-11-05T07:00:00Z""}"
5465,normalize,date_normalized,"{""event_date"": ""2011-05-20T06:00:00Z""}"
5466,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
5467,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5468,normalize,date_normalized,"{""event_date"": ""2016-05-29T06:00:00Z""}"
5469,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5470,normalize,date_normalized,"{""event_date"": ""2008-04-13T06:00:00Z""}"
5471,normalize,date_normalized,"{""event_date"": ""2015-03-13T06:00:00Z""}"
5472,normalize,date_normalized,"{""event_date"": ""2010-07-13T06:00:00Z""}"
5473,normalize,date_normalized,"{""event_date"": ""2016-09-29T06:00:00Z""}"
5474,normalize,date_normalized,"{""event_date"": ""2016-05-09T06:00:00Z""}"
5475,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5476,normalize,date_normalized,"{""event_date"": ""2015-11-09T07:00:00Z""}"
5477,normalize,date_normalized,"{""event_date"": ""2015-11-09T07:00:00Z""}"
5478,normalize,date_normalized,"{""event_date"": ""2016-09-29T06:00:00Z""}"
5479,normalize,date_normalized,"{""event_date"": ""2016-05-09T06:00:00Z""}"
5480,normalize,date_normalized,"{""event_date"": ""2015-11-09T07:00:00Z""}"
5481,normalize,date_normalized,"{""event_date"": ""2016-11-17T07:00:00Z""}"
5482,normalize,date_normalized,"{""event_date"": ""2016-08-24T06:00:00Z""}"
5483,normalize,date_normalized,"{""event_date"": ""2010-09-08T06:00:00Z""}"
5484,normalize,date_normalized,"{""event_date"": ""2015-09-30T06:00:00Z""}"
5485,normalize,date_normalized,"{""event_date"": ""2015-12-27T07:00:00Z""}"
5486,normalize,date_normalized,"{""event_date"": ""2015-11-08T07:00:00Z""}"
5487,normalize,date_normalized,"{""event_date"": ""2015-09-27T06:00:00Z""}"
5488,normalize,date_normalized,"{""event_date"": ""2015-11-03T07:00:00Z""}"
5489,normalize,date_normalized,"{""event_date"": ""2015-07-04T06:00:00Z""}"
5490,normalize,date_normalized,"{""event_date"": ""2015-10-03T06:00:00Z""}"
5491,normalize,date_normalized,"{""event_date"": ""2015-07-13T06:00:00Z""}"
5492,normalize,date_normalized,"{""event_date"": ""2015-07-13T06:00:00Z""}"
5493,normalize,date_normalized,"{""event_date"": ""2011-12-08T07:00:00Z""}"
5494,normalize,date_normalized,"{""event_date"": ""2015-10-22T06:00:00Z""}"
5495,normalize,date_normalized,"{""event_date"": ""2015-10-22T06:00:00Z""}"
5496,normalize,date_normalized,"{""event_date"": ""2015-07-19T06:00:00Z""}"
5497,normalize,date_normalized,"{""event_date"": ""2015-12-31T07:00:00Z""}"
5498,normalize,date_normalized,"{""event_date"": ""2015-08-30T06:00:00Z""}"
5499,normalize,date_normalized,"{""event_date"": ""2015-11-08T07:00:00Z""}"
5500,normalize,date_normalized,"{""event_date"": ""2015-05-15T06:00:00Z""}"
5501,normalize,date_normalized,"{""event_date"": ""2015-10-20T06:00:00Z""}"
5502,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5503,normalize,date_normalized,"{""event_date"": ""2015-07-04T06:00:00Z""}"
5504,normalize,date_normalized,"{""event_date"": ""2015-11-14T07:00:00Z""}"
5505,normalize,date_normalized,"{""event_date"": ""2015-11-21T07:00:00Z""}"
5506,normalize,date_normalized,"{""event_date"": ""2015-12-27T07:00:00Z""}"
5507,normalize,date_normalized,"{""event_date"": ""2015-07-13T06:00:00Z""}"
5508,normalize,date_normalized,"{""event_date"": ""2015-08-30T06:00:00Z""}"
5509,normalize,date_normalized,"{""event_date"": ""2015-12-10T07:00:00Z""}"
5510,normalize,date_normalized,"{""event_date"": ""2015-08-04T06:00:00Z""}"
5511,normalize,date_normalized,"{""event_date"": ""2015-08-16T06:00:00Z""}"
5512,normalize,date_normalized,"{""event_date"": ""2015-10-13T06:00:00Z""}"
5513,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5514,normalize,date_normalized,"{""event_date"": ""2009-03-10T06:00:00Z""}"
5515,normalize,date_normalized,"{""event_date"": ""2010-11-02T06:00:00Z""}"
5516,normalize,date_normalized,"{""event_date"": ""2015-08-11T06:00:00Z""}"
5517,normalize,date_normalized,"{""event_date"": ""2015-11-08T07:00:00Z""}"
5518,normalize,date_normalized,"{""event_date"": ""2015-10-27T06:00:00Z""}"
5519,normalize,date_normalized,"{""event_date"": ""2015-07-04T06:00:00Z""}"
5520,normalize,date_normalized,"{""event_date"": ""2015-12-03T07:00:00Z""}"
5521,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
